record_type,sample_scope,spacing_days,offset,offset_origin_anchor,half_label,primary_component_index,primary_component_fingerprint,half_component_index,half_component_fingerprint,sample_count,sample_share,centroid_status,metric_name,empirical_centroid,distance,ood_numerator,ood_denominator,ood_rate,distance_source,threshold_source,maximum_drift_half_label,maximum_drift_primary_component_index,maximum_drift_primary_component_fingerprint,maximum_drift_half_component_index,maximum_drift_half_component_fingerprint,maximum_ood_primary_component_index,maximum_ood_primary_component_fingerprint,top_five_drift_features,drift_component_matches_full_sample,ood_component_matches_full_sample,ordered_top5_matches_full_sample,top5_set_matches_full_sample
centroid,offset_subsample,7,5,2021-01-01T00:00:00Z,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,22,0.18803418803418803,computed,offset_empirical_centroid_distance,-0.4656214614218373;0.20673602920568898;0.026930754601963088;0.17618326684243951;0.16673471611436169;1.1906331970982811;1.1004469863925304;0.80152833658372291;0.57800181437069831;0.97800670608478846;-0.02453740164809308;0.60954543147595075;0.75608724383813908;-0.25757575757575724;-0.23465582157654469;0.094804363795182062;0.093312118046955661;-0.79379314958928737;0.91708300523971986;0.86363636363636354;0.45628900227637204;-0.28351127013861593;-0.20282589192180203;0.94178300804044435;0.72713285435438579,2.3611046916961573,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,5,2021-01-01T00:00:00Z,,0,39e3bacf11776871a5ff8111,,,,,,,,,2,63,0.031746031746031744,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,5,2021-01-01T00:00:00Z,,1,b03e2a19935047396af5f0d5,,,,,,,,,1,61,0.016393442622950821,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,5,2021-01-01T00:00:00Z,,2,dddf565fe433ec33a8d07106,,,,,,,,,3,71,0.042253521126760563,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,5,2021-01-01T00:00:00Z,,3,e37692350fa4ad4230e3336e,,,,,,,,,2,39,0.05128205128205128,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
conclusion,offset_subsample,7,5,2021-01-01T00:00:00Z,,,,,,,,,,,,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,range_ratio_3d;max_drawdown_3d;rv_1d;return_2d;rv_3d,true,false,false,false
centroid,offset_subsample,7,6,2021-01-01T00:00:00Z,A,0,39e3bacf11776871a5ff8111,3,a40802651dda625eef950cfd,30,0.25641025641025639,computed,offset_empirical_centroid_distance,-0.75180374385362836;-0.85345366444286497;-0.78342649890891591;-0.84458919443513336;-0.67898083171505952;0.72323305514607472;0.63597513462845856;0.54938525994525667;0.17231053781629638;0.43014228314074643;-0.65693369835828375;0.25511188038241234;0.082414120741213862;-0.16648745519713209;-0.17230196703880948;0.25786295199504655;0.26720885519155557;-0.82759198306580495;0.11263621890492938;-4.3368086899420177e-17;-0.14260223921782142;-0.013279819487034101;0.22686122692598298;-0.52437389871958784;0.14409335163616491,1.1903642227404156,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,6,2021-01-01T00:00:00Z,A,1,b03e2a19935047396af5f0d5,0,15d3fc436752e80fbf377325,21,0.17948717948717949,computed,offset_empirical_centroid_distance,-0.012947932586215741;-0.04374130662007597;-0.088072504699096762;-0.085014720651833423;-0.15746900839779687;-0.21994555967341081;-0.24414727241449133;-0.21562439536487726;-0.027975447324223985;-0.37855873330863049;-0.24794967120183853;0.055596041071038452;-0.27484307388317764;0.0022188086704221705;-0.049372761920334365;-0.10801082441852425;-0.055203219698222103;0.1497672674582729;-0.31195654702059455;-0.5714285714285714;-0.2854925851653104;0.085283326335823473;0.29719293914592149;-0.054731825496763864;0.063217061232436672,0.95170775806768382,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,6,2021-01-01T00:00:00Z,A,2,dddf565fe433ec33a8d07106,1,3de9bb954a2c15cb4492c426,46,0.39316239316239315,computed,offset_empirical_centroid_distance,0.34153098700079937;0.86798793882810399;0.99445829387915985;0.87585039855197644;0.81556893825865506;0.33127819764533106;0.59682205161983715;0.48552569035316245;0.20473178820699517;0.50766595452714225;0.52084261170897417;0.42556395975465078;0.35808427427627076;-0.057466259780424855;-0.049733199743307338;0.16916620659528653;0.17662425985521873;-0.098130083571468435;0.94727725847034772;0.35326086956521729;-0.16932576483981188;0.40528805463554202;-0.13781417611073296;-0.32972386325977587;0.14099594494086143,1.0685588022149648,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,6,2021-01-01T00:00:00Z,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,20,0.17094017094017094,computed,offset_empirical_centroid_distance,-0.22706099354446868;-0.44186614763233734;-0.13788055884564687;-0.2990947114660279;-0.43985677697187991;2.411469900003858;2.6300703774404637;2.7497462028034683;0.065573727885868099;2.7933437147599673;-0.079960762169222682;0.21955011758565621;0.43109303743733951;-0.35833333333333284;-0.52236044657097291;0.29513552629143708;0.47467907972697537;-2.5309070986841968;2.1432044938031458;0.43749999999999989;0.42524118252264154;-0.29003166904839939;-0.1611646331562413;-0.34643331658551063;0.017077519344530532,2.4253243460667795,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,6,2021-01-01T00:00:00Z,B,0,39e3bacf11776871a5ff8111,2,9511ccf67a32c14786b9505f,28,0.23931623931623933,computed,offset_empirical_centroid_distance,-0.23617211205348165;-0.4956659252930653;-0.54414913541308085;-0.53427016688775042;-0.51164600594418874;0.15850178309297311;0.037152619378009351;-0.1328974073379903;0.32420332936381113;-0.0088718534165916369;-0.55112473145791874;0.31292484459567677;0.22671542038642781;-0.082373271889400371;-0.14889496468443866;0.12720905229144483;0.28303220786182554;-0.36308587573165835;-0.26582549795215898;0.10714285714285711;0.28759624839249004;-0.44533410977585519;0.17972196955091943;0.20990552930294035;0.19880161237269764,0.76335939883301174,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,6,2021-01-01T00:00:00Z,B,1,b03e2a19935047396af5f0d5,0,17afd0fca04b61ad4cb40d66,28,0.23931623931623933,computed,offset_empirical_centroid_distance,0.14418129397158877;-0.15097332509525258;-0.12990295071005981;-0.048139472471397701;-0.032851411229256416;-0.47820464062718593;-0.49468374067673609;-0.4635861862739758;-0.14554386157149746;-0.52135974504390781;-0.15440345082185145;-0.19172273741833443;-0.34554242803525259;0.23975934459805481;0.033652312599680947;-0.19912021158422763;-0.42217756380574056;0.35880105458790729;-0.37369807626444967;-0.2589285714285714;0.1735191695792821;-0.14414193750714477;-0.011068207748088615;0.0066515295330452856;-0.082420562582392429,0.54912735154680359,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,6,2021-01-01T00:00:00Z,B,2,dddf565fe433ec33a8d07106,3,bb123c373acaf6526349830a,36,0.30769230769230771,computed,offset_empirical_centroid_distance,0.37626801392634157;0.68025186853344077;0.69159474435938251;0.56608397820664802;0.67779024503777219;0.0035028350636042813;-0.053304789294501581;-0.045152653486912338;-0.0035678793249005625;0.029281220756745292;0.62548638206096185;0.40944550741404223;0.34577089524890853;-0.16134010354440434;-0.16752821232104556;-0.17262406976079217;-0.0097757832814460086;0.20669325488272022;0.43579673365827426;0.28472222222222215;0.30298716180654539;-0.010102979062418397;-0.30011010366006508;0.14551756842770863;0.018836913552109182,0.70976529663812538,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,7,6,2021-01-01T00:00:00Z,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,25,0.21367521367521367,computed,offset_empirical_centroid_distance,0.18159464417040219;0.35084619307662379;0.50331896969808365;0.32551883722512692;0.33297703735485173;0.81366635217877648;0.8968965542147691;1.0383681920739458;-0.0077069171010112781;1.0329992904364402;0.087187249071636358;0.36774918132145479;0.40968831165459424;-0.31978494623655879;-0.40687719298245623;0.14283808441969301;0.19064869319603367;-0.84741169385506299;1.1613349207328265;0.46999999999999986;0.53709195215412153;-0.2196551945630327;-0.35394448606701517;0.69991317957502075;0.12496913694596036,2.2624721297379309,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,6,2021-01-01T00:00:00Z,,0,39e3bacf11776871a5ff8111,,,,,,,,,2,62,0.032258064516129031,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,6,2021-01-01T00:00:00Z,,1,b03e2a19935047396af5f0d5,,,,,,,,,0,46,0,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,6,2021-01-01T00:00:00Z,,2,dddf565fe433ec33a8d07106,,,,,,,,,1,74,0.013513513513513514,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
ood,offset_subsample,7,6,2021-01-01T00:00:00Z,,3,e37692350fa4ad4230e3336e,,,,,,,,,3,52,0.057692307692307696,existing_primary_ood_row,frozen_component_chi_square_threshold,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,,,,,
conclusion,offset_subsample,7,6,2021-01-01T00:00:00Z,,,,,,,,,,,,,,,,,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,3,e37692350fa4ad4230e3336e,rv_3d;range_ratio_3d;max_drawdown_3d;rv_1d;max_runup_3d,true,false,false,false
