record_type,sample_scope,spacing_days,offset,offset_origin_anchor,half_label,primary_component_index,primary_component_fingerprint,half_component_index,half_component_fingerprint,sample_count,sample_share,centroid_status,metric_name,empirical_centroid,distance,ood_numerator,ood_denominator,ood_rate,distance_source,threshold_source,maximum_drift_half_label,maximum_drift_primary_component_index,maximum_drift_primary_component_fingerprint,maximum_drift_half_component_index,maximum_drift_half_component_fingerprint,maximum_ood_primary_component_index,maximum_ood_primary_component_fingerprint,top_five_drift_features,drift_component_matches_full_sample,ood_component_matches_full_sample,ordered_top5_matches_full_sample,top5_set_matches_full_sample
centroid,full_sample,,,2021-01-01T00:00:00Z,A,0,39e3bacf11776871a5ff8111,3,a40802651dda625eef950cfd,204,0.24878048780487805,computed,full_sample_empirical_centroid_distance,-0.53405414777614513;-0.66223478978721484;-0.7310477842740799;-0.85292184761307321;-0.80591823927941386;0.55940452617253744;0.562563758481335;0.47532436813712486;0.16500008127111632;0.47095431955670158;-0.65369275368342716;0.25780518457003643;0.28246519671826092;-0.15163574390329568;-0.13461138311536;0.13793331557487848;0.13127617321027688;-0.86904210480651711;-0.041680927077286642;0.063725490196078385;-0.1773989141241373;-0.0059543439283356149;0.25850701954427113;-0.28422260816876604;0.17406538352155079,0.86647198846527163,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,full_sample,,,2021-01-01T00:00:00Z,A,1,b03e2a19935047396af5f0d5,0,15d3fc436752e80fbf377325,238,0.29024390243902437,computed,full_sample_empirical_centroid_distance,-0.022593321336351092;-0.043459759012921241;-0.022815360950733332;-0.037681397857813145;-0.049281776571580359;-0.21136461802801093;-0.31947662841695906;-0.25938890081852556;-0.14520178094691794;-0.36972786416962383;-0.095220648346508119;-0.036956626340910355;-0.23447509970215416;0.22810681756086174;0.31879996903844426;-0.14464641103538647;-0.17842738675942435;0.19330950561463212;-0.26571006474269054;-0.49474789915966383;-0.34722109856904915;0.21682001124695754;0.24120373612228715;-0.051545133610433579;-0.074634468913443414,0.75721265132792615,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,full_sample,,,2021-01-01T00:00:00Z,A,2,dddf565fe433ec33a8d07106,1,3de9bb954a2c15cb4492c426,252,0.3073170731707317,computed,full_sample_empirical_centroid_distance,0.43255467622789262;0.6834515287739682;0.81472526280269586;0.91717473927551929;0.93023361360106771;0.50493962276920101;0.53979862305132842;0.5839466146304666;0.031026149686313353;0.55260333736775036;0.52632445711730225;0.31090290332989978;0.41538526900719763;-0.026184708788395;-0.07680742348623279;0.19113780842362868;0.17297855611982099;-0.071609913847177561;1.0405577628560241;0.23412698412698404;-0.17377119738689575;0.32628874544282249;-0.058539947024580624;-0.39722968639453826;0.050049618390736489,1.1107065000857654,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,full_sample,,,2021-01-01T00:00:00Z,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,126,0.15365853658536585,computed,full_sample_empirical_centroid_distance,0.080676353272315662;-0.14665424064495039;-0.26617936800196557;-0.36983201281896633;-0.49740876318259719;2.3944971831275317;2.5676289966922132;2.4970035707883964;0.23564795979320727;2.4925280238571466;-0.14672956282438071;0.22796423076507685;0.41026085143621965;-0.20627809068669239;-0.31534497986050902;0.26186808034442677;0.37166365169260601;-2.3488672076564647;1.8041224646614411;0.59920634920634908;0.16828724505898493;-0.18854007638078749;0.036571157553301314;-0.32871820847326544;0.23966285758190714,1.8682624693190255,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,full_sample,,,2021-01-01T00:00:00Z,B,0,39e3bacf11776871a5ff8111,2,9511ccf67a32c14786b9505f,184,0.22411693057247259,computed,full_sample_empirical_centroid_distance,-0.15463739807927224;-0.52558647823189764;-0.49979592111444587;-0.46276410703548704;-0.44454054150104255;0.049705233989352435;-0.022810446988170436;-0.21857055755520532;0.39899126776282129;-0.14065078219541288;-0.52252809705522751;0.27299688790522753;0.092059192064774392;-0.1362007168458777;-0.10469940773944972;0.20517464282132244;0.073935550192986366;-0.19268385426135207;-0.29467436642494732;0.28532608695652162;0.30515682251512088;-0.3161929677464741;0.012985561859699809;0.32930092546983891;0.44580428786352599,1.0304161295854228,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,full_sample,,,2021-01-01T00:00:00Z,B,1,b03e2a19935047396af5f0d5,0,17afd0fca04b61ad4cb40d66,299,0.36419001218026797,computed,full_sample_empirical_centroid_distance,-0.0074806294879499104;-0.0053799504103483982;0.0062922062277481318;-0.02931896214103932;-0.023342250468851501;-0.53015015537142729;-0.65007268578824406;-0.53875365339817372;-0.35044043257445945;-0.55346184407320742;-0.061558457098058017;-0.25022571502815966;-0.27745461795899506;0.16751374283106765;0.15491684875533757;-0.32329771009379354;-0.37924446283129704;0.380201351677524;-0.41955385024786263;-0.4197324414715719;0.049451241909237893;-0.016267566681228276;0.015478961991206842;0.37396334030203543;-0.30114644315315714,0.3113655067533127,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,full_sample,,,2021-01-01T00:00:00Z,B,2,dddf565fe433ec33a8d07106,3,bb123c373acaf6526349830a,203,0.24725943970767356,computed,full_sample_empirical_centroid_distance,0.24808524778688409;0.53579914334711531;0.6385793987015761;0.66013313390772521;0.67346705829589792;-0.10932288322371829;-0.18659270790589752;-0.2036433379556902;0.044797814210660744;-0.04935369474897737;0.59375496241608683;0.37551022248882832;0.51489762867042899;-0.17079363312027229;-0.20398734804103652;0.034105710785457925;0.070749848197869794;0.34630377284632585;0.35815954602450756;0.37561576354679793;0.42865470061280214;0.058026533410730538;-0.49743778677171652;0.24238537385070705;0.10208942702151655,0.92201569457018118,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,full_sample,,,2021-01-01T00:00:00Z,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,135,0.16443361753958588,computed,full_sample_empirical_centroid_distance,-0.05071116448408116;0.12869686948424564;0.09620422405567744;0.032432087064086464;-0.0034118706870152815;0.91514973245226194;0.90853411223206515;0.84948632121448364;0.23316179819975971;0.95569724186155958;-0.028721578671684393;0.46045528775961903;0.59738805288999541;-0.1600159299084026;-0.21850551950145358;0.079558800947854488;0.17897221962150961;-0.88419241624011102;0.82573750584411865;0.54259259259259252;0.38903509914679157;-0.25995131627221546;-0.14169538384667749;0.8260063175263328;0.37128685743009132,2.2760051902315195,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,full_sample,,,2021-01-01T00:00:00Z,,0,39e3bacf11776871a5ff8111,,,,,,,,,24,409,0.058679706601466992,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,full_sample,,,2021-01-01T00:00:00Z,,1,b03e2a19935047396af5f0d5,,,,,,,,,16,524,0.030534351145038167,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,full_sample,,,2021-01-01T00:00:00Z,,2,dddf565fe433ec33a8d07106,,,,,,,,,21,437,0.048054919908466817,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,full_sample,,,2021-01-01T00:00:00Z,,3,e37692350fa4ad4230e3336e,,,,,,,,,15,271,0.055350553505535055,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,0,2021-01-01T00:00:00Z,A,0,39e3bacf11776871a5ff8111,3,a40802651dda625eef950cfd,61,0.22262773722627738,computed,offset_empirical_centroid_distance,-0.56241624115788513;-0.39623437287215918;-0.64360096558856073;-0.93906179151327318;-0.86664590207412295;0.59657433595590514;0.58522212171011456;0.45337983605681614;0.23135989478231517;0.56250508887178297;-0.63384462887679982;0.18302366762042818;0.39241400374198465;-0.19915976261824989;-0.20983392216909602;0.18689365050879123;0.1949362719632089;-0.95820099078660148;-0.070578302929834205;0.036885245901639302;-0.13731749572568358;-0.057629004889761616;0.26270395138625635;-0.23203071610838399;0.16502256617838501,1.009926743194842,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,0,2021-01-01T00:00:00Z,A,1,b03e2a19935047396af5f0d5,0,15d3fc436752e80fbf377325,80,0.29197080291970801,computed,offset_empirical_centroid_distance,0.1423199801516675;0.032704315711555187;0.060369041349112161;-0.001238087951082933;-0.038745209132516861;-0.23315835177770949;-0.29861055165575806;-0.2479435325313202;-0.14854402970840475;-0.35900249385539362;-0.043759672516723698;-0.045595855103818743;-0.24739605555287411;0.2254651152246463;0.36131197938432197;-0.1718275007577108;-0.18135700887884112;0.17745273606278966;-0.24937784245523814;-0.45937499999999998;-0.33476822449709864;0.17111479008418812;0.26523389179550871;-0.038379415502755157;-0.085175530733019644,0.7709731045568865,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,0,2021-01-01T00:00:00Z,A,2,dddf565fe433ec33a8d07106,1,3de9bb954a2c15cb4492c426,91,0.33211678832116787,computed,offset_empirical_centroid_distance,0.50628963120350856;0.73249216031141262;0.90078220941997145;0.88277284923931598;0.86673058900687594;0.48719513633757916;0.53388146928102354;0.60243750464845069;0.012090943935326299;0.54129953055010072;0.53295162139808783;0.38284028087094724;0.35357357937635236;-0.090421611158937973;-0.10216896794907675;0.16763587163530919;0.1675952761463203;-0.10385463929114967;1.0355676690710438;0.17032967032967025;-0.20908855456285336;0.36889731172508577;-0.060073586072074539;-0.4520144716136244;0.032711356452061413,1.1685594107234374,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,0,2021-01-01T00:00:00Z,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,42,0.15328467153284672,computed,offset_empirical_centroid_distance,0.077480735860601446;-0.39116990206475444;-0.44935474366172973;-0.49912755985702062;-0.54512726376373033;2.484903022744223;2.6132768486794586;2.4546631004944532;0.27678490904418518;2.5625860254523829;-0.20819293253761334;0.16309021311381736;0.46835681227075526;-0.16248506571087168;-0.26729262926026914;0.23201038924695788;0.37442134458934939;-2.4008091109351892;1.7404641084607946;0.59523809523809512;0.1506971279505353;-0.18978187231739538;0.058125378917921369;-0.30847137671849784;0.22432426569771921,2.0886313910497063,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,0,2021-01-01T00:00:00Z,B,0,39e3bacf11776871a5ff8111,2,9511ccf67a32c14786b9505f,58,0.21245421245421245,computed,offset_empirical_centroid_distance,-0.058451253491403211;-0.57266410129392842;-0.50490125829831489;-0.43287203326575996;-0.48704232447245083;-0.0057149541010666398;-0.0034453989264376129;-0.1689264043265411;0.34979552414174614;-0.08130419647033417;-0.48170428012620192;0.23474583520473141;0.16144050872833965;-0.17470028426646855;-0.12275972061816019;0.13625958560042925;0.13615381011112282;-0.24143283276960895;-0.24776385156929404;0.23275862068965508;0.35683296303223283;-0.3793078002748253;0.0013723603173309935;0.27880980662575178;0.40857475442688029,0.99188853581911673,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,0,2021-01-01T00:00:00Z,B,1,b03e2a19935047396af5f0d5,0,17afd0fca04b61ad4cb40d66,102,0.37362637362637363,computed,offset_empirical_centroid_distance,-0.026247969834395243;-0.029749671957865237;-0.021815471671849593;-0.035686687919728947;-0.014283782490151949;-0.53918222089994061;-0.67241417573253026;-0.54076639072213528;-0.42105385819306101;-0.54457076593879927;-0.089645389113766349;-0.24999288136252032;-0.25619040982585922;0.23220184131000124;0.20390013522401546;-0.34022110612973;-0.38242263427522449;0.390915826102266;-0.40043226692052619;-0.47058823529411764;0.020491002909164835;0.00065387858078713289;0.032828726814898096;0.47507281113657768;-0.38703172614270553,0.44102826019149288,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,0,2021-01-01T00:00:00Z,B,2,dddf565fe433ec33a8d07106,3,bb123c373acaf6526349830a,71,0.26007326007326009,computed,offset_empirical_centroid_distance,0.20184882305258817;0.58027351280059092;0.65177103329379482;0.69506259745380194;0.68714822195638481;-0.1280719539612625;-0.16165053051385181;-0.19512281900426759;0.089558429642226878;-0.065861744974983524;0.5920128040263074;0.36470686286487924;0.52135100269704948;-0.022161088345341692;-0.20433777389581168;0.058154406421044851;0.055335914604830061;0.35043644473697955;0.34464050844356248;0.34859154929577452;0.4562266590482667;0.038621676337333773;-0.5082506023324953;0.18213519757468541;0.17382863603540979,0.92734911337110204,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,0,2021-01-01T00:00:00Z,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,42,0.15384615384615385,computed,offset_empirical_centroid_distance,-0.036186603299353429;0.033707233001200494;-0.12550621261942657;-0.14003792320249411;-0.078506488987492809;1.1599569780990338;0.8653523896573726;0.86122551811446257;0.16223373673477764;0.99658704655590913;-0.078664968824456075;0.35195789213123635;0.59169517946552874;-0.12698412698412651;-0.32404657108023299;0.11636042007443598;0.20003492756972036;-0.96012784967344689;0.7374015086636424;0.45833333333333326;0.36294015976700189;-0.24616513709487695;-0.12058268499031581;0.85083855505741046;0.23704127494120905,2.2400299558656487,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,offset_subsample,3,0,2021-01-01T00:00:00Z,,0,39e3bacf11776871a5ff8111,,,,,,,,,6,121,0.049586776859504134,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,offset_subsample,3,0,2021-01-01T00:00:00Z,,1,b03e2a19935047396af5f0d5,,,,,,,,,8,170,0.047058823529411764,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,offset_subsample,3,0,2021-01-01T00:00:00Z,,2,dddf565fe433ec33a8d07106,,,,,,,,,6,165,0.036363636363636362,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,offset_subsample,3,0,2021-01-01T00:00:00Z,,3,e37692350fa4ad4230e3336e,,,,,,,,,4,91,0.043956043956043959,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
conclusion,offset_subsample,3,0,2021-01-01T00:00:00Z,,,,,,,,,,,,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,rv_1d;volume_cv_3d;rv_3d;range_ratio_3d;max_runup_3d,true,true,false,false
centroid,offset_subsample,3,1,2021-01-01T00:00:00Z,A,0,39e3bacf11776871a5ff8111,3,a40802651dda625eef950cfd,75,0.27472527472527475,computed,offset_empirical_centroid_distance,-0.56432517792300441;-0.84449818731890214;-0.8002395200210044;-0.76531022040279972;-0.80766375865575712;0.6313383028087447;0.57378808946599891;0.51106079815367533;0.13345806123092407;0.43233728460648685;-0.66246514746934571;0.28110600628095872;0.26603210576268815;-0.0129510155316602;-0.023449612359413695;0.077316878961692828;0.064597181685694879;-0.82651774070991535;-0.043608480318317225;0.073333333333333278;-0.22659490251387535;-0.015263184776688952;0.32143416496165778;-0.22844082932729101;0.17373762430352652,0.92167565515010463,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,1,2021-01-01T00:00:00Z,A,1,b03e2a19935047396af5f0d5,0,15d3fc436752e80fbf377325,77,0.28205128205128205,computed,offset_empirical_centroid_distance,-0.095386951143333343;-0.060345277172040315;-0.10531382695964277;-0.029949054669959844;-0.066826527515409101;-0.2091406774014824;-0.32524940216810749;-0.28259346219859821;-0.08801020366264202;-0.37849529264863851;-0.1371108138421003;-0.022676296824068739;-0.21641121159837479;0.23282835955647083;0.2810254878125803;-0.13677727155779099;-0.11565944629070656;0.20455647173141112;-0.29309933667123328;-0.54220779220779225;-0.36639707647171138;0.26201218902000961;0.22329142698991777;-0.054429556572538361;0.0083428608612703646,0.81956719344694406,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,1,2021-01-01T00:00:00Z,A,2,dddf565fe433ec33a8d07106,1,3de9bb954a2c15cb4492c426,82,0.30036630036630035,computed,offset_empirical_centroid_distance,0.35477098313549726;0.73599113685397066;0.73949865224785483;0.94997520445667127;0.92680133513798257;0.43568138849084526;0.5469266064000271;0.57077406364815542;0.065852659627435417;0.54604318016314557;0.5279643700857104;0.27817544651459764;0.42559199345069171;0.00261035843254617;-0.086143075563443083;0.14363852579935185;0.16829122658731874;-0.088197339531352142;1.0143790720908981;0.27439024390243894;-0.13102325413609783;0.30186097522824579;-0.082875568351686232;-0.40267191370595756;0.076501193275931967,1.0593330539457351,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,1,2021-01-01T00:00:00Z,A,3,e37692350fa4ad4230e3336e,2,5ae28957385af58ebee4cf8e,39,0.14285714285714285,computed,offset_empirical_centroid_distance,0.46034760052219958;0.36726737275036231;0.38617129387170163;-0.086194375731334427;-0.32417221020437753;2.4769185834578891;2.5094536530225349;2.6351847187585671;0.093957552105112224;2.4870386315059263;-0.015268834717600306;0.35155623533964886;0.2698491779021433;-0.15811965811965775;-0.41212121212121217;0.24437158406247456;0.38462045333069383;-2.3583329795840791;2.0380342336814699;0.58333333333333315;0.23135607403267919;-0.18848307139795761;-0.035337534625745549;-0.35191576966979277;0.092383328503152062,1.9156373928837149,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,1,2021-01-01T00:00:00Z,B,0,39e3bacf11776871a5ff8111,2,9511ccf67a32c14786b9505f,64,0.23357664233576642,computed,offset_empirical_centroid_distance,-0.14833547536594804;-0.55125195789958181;-0.53647135957083947;-0.45666072247920519;-0.40849918036576266;0.066425463162281081;-0.069431421476909339;-0.25920806639060151;0.39210117781404963;-0.17475281272258295;-0.53959620426762545;0.36561926742251627;0.054294618516962587;-0.061687948028673362;-0.1606429742844101;0.12342243583759814;0.01870976505111142;-0.17250990453728973;-0.31064857271817314;0.30859374999999994;0.23895850460231144;-0.23035367293292305;0.013260058061498155;0.34912514935730543;0.43071923405332074,1.0679019464329889,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,1,2021-01-01T00:00:00Z,B,1,b03e2a19935047396af5f0d5,0,17afd0fca04b61ad4cb40d66,98,0.35766423357664234,computed,offset_empirical_centroid_distance,-0.020593901609084617;0.012050508596120052;0.05934610403725922;-0.014424547017930986;0.016363825759887238;-0.45989707851677941;-0.59747924314594114;-0.54301296271143762;-0.19603063372747892;-0.56328729297362912;-0.010718430132447072;-0.2211717250884806;-0.27815272579461775;0.14543053700929948;0.20963353189092346;-0.28772304954761518;-0.36103448582270581;0.40017031282223475;-0.40959498720355392;-0.34693877551020408;0.02494386784997845;0.0039064611778678706;0.020033167190344228;0.42616995518081674;-0.14080092775017541,0.27010362236383345,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,1,2021-01-01T00:00:00Z,B,2,dddf565fe433ec33a8d07106,3,bb123c373acaf6526349830a,67,0.24452554744525548,computed,offset_empirical_centroid_distance,0.2519649687471533;0.50915260262274309;0.59303442813926155;0.57087574469720737;0.6328365709296645;-0.09838610128667849;-0.19623410144987491;-0.16861100204877794;-0.054824339000001082;-0.048716902203931718;0.57359248787394312;0.34180043476567745;0.42684433423349066;-0.18469480554218118;-0.28641644742696576;-0.0096569920101807639;0.11678896202262715;0.30369248050475656;0.35786092091586436;0.32462686567164167;0.49062949088560681;-0.01807213209766521;-0.4922530304798669;0.223696282345795;-0.033648735510187752,0.95939866482935898,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
centroid,offset_subsample,3,1,2021-01-01T00:00:00Z,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,45,0.16423357664233576,computed,offset_empirical_centroid_distance,-0.11536855762554384;0.15674341097821426;0.1477043686403286;0.046934344021159799;-0.035350160207351947;0.67083470973821879;0.72431284766004278;0.85384282577971204;0.11383501569285416;0.95898604935879483;-0.045317320237349641;0.42795331853188856;0.58056464889659531;0.1081640780565517;-0.12827928406875813;-0.090319710502472561;0.10941509190651573;-0.88678938062261614;0.83927461595392816;0.48888888888888876;0.41554798653752656;-0.27310054952178064;-0.16373209134889408;0.80700831036715226;0.28750081009877426,2.511041421190602,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,offset_subsample,3,1,2021-01-01T00:00:00Z,,0,39e3bacf11776871a5ff8111,,,,,,,,,11,146,0.075342465753424653,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,offset_subsample,3,1,2021-01-01T00:00:00Z,,1,b03e2a19935047396af5f0d5,,,,,,,,,2,178,0.011235955056179775,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,offset_subsample,3,1,2021-01-01T00:00:00Z,,2,dddf565fe433ec33a8d07106,,,,,,,,,10,139,0.071942446043165464,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
ood,offset_subsample,3,1,2021-01-01T00:00:00Z,,3,e37692350fa4ad4230e3336e,,,,,,,,,2,84,0.023809523809523808,existing_primary_ood_row,frozen_component_chi_square_threshold,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,,,,,
conclusion,offset_subsample,3,1,2021-01-01T00:00:00Z,,,,,,,,,,,,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,0,39e3bacf11776871a5ff8111,rv_1d;rv_4h;volume_cv_3d;rv_3d;range_ratio_3d,true,true,false,true
centroid,offset_subsample,3,2,2021-01-01T00:00:00Z,A,0,39e3bacf11776871a5ff8111,3,a40802651dda625eef950cfd,68,0.24908424908424909,computed,offset_empirical_centroid_distance,-0.47522451605113669;-0.69982700474224202;-0.73317831013874668;-0.87227972206687188;-0.74951674834260518;0.44672229610634662;0.52985809699890352;0.45559472410267693;0.14026041772451758;0.43142021210149778;-0.66182225484902113;0.29918916847602067;0.20195938191268459;-0.26196500105418474;-0.18973723494503753;0.16086937903105858;0.1477123252752004;-0.83596321160739928;-0.013632303252541118;0.077205882352941138;-0.15909402284583324;0.050667970516862712;0.18533718500507862;-0.39256582623926506;0.18253882174632921,0.85421936208203952,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,3,2,2021-01-01T00:00:00Z,A,1,b03e2a19935047396af5f0d5,0,15d3fc436752e80fbf377325,81,0.2967032967032967,computed,offset_empirical_centroid_distance,-0.11627177348331227;-0.10263187110805638;-0.026548327633469287;-0.081025289438098599;-0.043009919441336739;-0.19195405911772467;-0.33459740078804112;-0.24863431114828899;-0.19626809637865003;-0.37198635345671371;-0.10622478813937422;-0.04199918278244287;-0.23888550607170247;0.22622752686006339;0.31272187307204058;-0.12528143031920014;-0.2352022219018679;0.19827895219679773;-0.25580393936612766;-0.48456790123456789;-0.34129121742400037;0.21900050512963098;0.23449799969432075;-0.061806329666386717;-0.14310322751945409,0.75704976812296143,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
centroid,offset_subsample,3,2,2021-01-01T00:00:00Z,A,2,dddf565fe433ec33a8d07106,1,3de9bb954a2c15cb4492c426,79,0.2893772893772894,computed,offset_empirical_centroid_distance,0.42835697914935306;0.57242690431235244;0.79367969221187162;0.9227561803950135;1.0069452853990986;0.59726776803632442;0.53921591872860009;0.57631975626227649;0.016688553587171754;0.57243345523083533;0.51698844682665723;0.26200860083141198;0.4759917544760634;0.017921146953405447;-0.037903322012181599;0.26751271251132203;0.18404487889518487;-0.01724992749902848;1.0734786638329044;0.2658227848101265;-0.17746046122934245;0.30256339893534567;-0.031513591301231179;-0.32847426747715563;0.042565475300020056,1.1578431528152278,,,,,,B,3,e37692350fa4ad4230e3336e,1,79a3672f5b2e02b1cc6b62e6,3,e37692350fa4ad4230e3336e,,,,,
