analysis_scope,primary_component_index,primary_component_fingerprint,family_name,family_feature_names,registry_schema_version,registry_sha256,contribution_sum,contribution_ratio,concentration_threshold,concentration_rule_applies,concentration_result
primary-component-0-ood-exceedances,0,39e3bacf11776871a5ff8111,returns,return_4h;return_12h;return_1d;return_2d;return_3d,btc-chart-regime-ohlcv-3d-v1,2a0162172270711896d9713fda1b9ec1868f0efebec1b0a4fd7bb5b7ae4a2f18,204.30159470752707,0.15852209232848474,0.69999999999999996,false,false
primary-component-0-ood-exceedances,0,39e3bacf11776871a5ff8111,volatility,rv_4h;rv_1d;rv_3d;rv_ratio_1d_3d,btc-chart-regime-ohlcv-3d-v1,2a0162172270711896d9713fda1b9ec1868f0efebec1b0a4fd7bb5b7ae4a2f18,234.91134605778089,0.18227287037132553,0.69999999999999996,true,false
primary-component-0-ood-exceedances,0,39e3bacf11776871a5ff8111,range,range_ratio_3d;close_location_3d,btc-chart-regime-ohlcv-3d-v1,2a0162172270711896d9713fda1b9ec1868f0efebec1b0a4fd7bb5b7ae4a2f18,66.472558042094946,0.051577517044566208,0.69999999999999996,false,false
primary-component-0-ood-exceedances,0,39e3bacf11776871a5ff8111,path,directional_efficiency_1d;directional_efficiency_3d,btc-chart-regime-ohlcv-3d-v1,2a0162172270711896d9713fda1b9ec1868f0efebec1b0a4fd7bb5b7ae4a2f18,125.11363786767311,0.097078418217952184,0.69999999999999996,false,false
primary-component-0-ood-exceedances,0,39e3bacf11776871a5ff8111,reversal,sign_change_rate_1d;sign_change_rate_3d;return_autocorr_1d;return_autocorr_3d,btc-chart-regime-ohlcv-3d-v1,2a0162172270711896d9713fda1b9ec1868f0efebec1b0a4fd7bb5b7ae4a2f18,174.97367202171756,0.13576591328613255,0.69999999999999996,false,false
primary-component-0-ood-exceedances,0,39e3bacf11776871a5ff8111,excursion,max_drawdown_3d;max_runup_3d,btc-chart-regime-ohlcv-3d-v1,2a0162172270711896d9713fda1b9ec1868f0efebec1b0a4fd7bb5b7ae4a2f18,109.06399479761185,0.084625147825062114,0.69999999999999996,false,false
primary-component-0-ood-exceedances,0,39e3bacf11776871a5ff8111,structure,breakout_rate_3d;mean_body_ratio_3d;mean_upper_wick_ratio_3d;mean_lower_wick_ratio_3d,btc-chart-regime-ohlcv-3d-v1,2a0162172270711896d9713fda1b9ec1868f0efebec1b0a4fd7bb5b7ae4a2f18,205.25998535235729,0.1592657286691801,0.69999999999999996,false,false
primary-component-0-ood-exceedances,0,39e3bacf11776871a5ff8111,volume,volume_cv_3d;volume_ratio_1d_3d,btc-chart-regime-ohlcv-3d-v1,2a0162172270711896d9713fda1b9ec1868f0efebec1b0a4fd7bb5b7ae4a2f18,168.6926266006403,0.13089231225729667,0.69999999999999996,false,false
