anchor_at,component_index,component_fingerprint,squared_mahalanobis,threshold,top_feature_contributions
2024-09-15T00:00:00Z,1,b03e2a19935047396af5f0d5,48.958469646358125,46.927890160080743,return_3d=8.1643324217075754|directional_efficiency_3d=7.1099253075385995|return_2d=5.7017128380876478|max_runup_3d=4.3372657088470099|mean_lower_wick_ratio_3d=3.9520150478942671
2024-10-08T00:00:00Z,0,39e3bacf11776871a5ff8111,60.763012403045288,46.927890160080743,mean_body_ratio_3d=9.593707804097301|mean_lower_wick_ratio_3d=8.7344777197142633|volume_ratio_1d_3d=7.3650193000958186|rv_ratio_1d_3d=4.6285306396717285|sign_change_rate_1d=4.4165833022422083
2024-10-22T00:00:00Z,1,b03e2a19935047396af5f0d5,54.801233516660353,46.927890160080743,volume_ratio_1d_3d=6.8497508839214998|breakout_rate_3d=6.3589837599979093|return_1d=6.0619149205390439|mean_lower_wick_ratio_3d=5.6640473798677249|rv_ratio_1d_3d=5.2173279099209493
2024-12-08T00:00:00Z,2,dddf565fe433ec33a8d07106,52.338996911483292,46.927890160080743,max_drawdown_3d=8.1267453465427604|range_ratio_3d=7.5431758951549295|rv_ratio_1d_3d=7.4015425439251477|volume_ratio_1d_3d=5.1158274258713696|return_autocorr_3d=4.2496008582222347
2024-12-20T00:00:00Z,0,39e3bacf11776871a5ff8111,49.963167818725651,46.927890160080743,mean_upper_wick_ratio_3d=6.0492112343563855|mean_body_ratio_3d=5.8539549537369231|max_drawdown_3d=5.210996960084743|rv_4h=5.046161181986216|return_2d=5.0063915578116722
2025-01-14T00:00:00Z,2,dddf565fe433ec33a8d07106,48.477176603456982,46.927890160080743,volume_ratio_1d_3d=11.85325400103665|rv_ratio_1d_3d=6.389241810489235|return_4h=5.3223319447280533|volume_cv_3d=3.593438573091936|return_12h=2.5175991697493867
2025-01-20T00:00:00Z,0,39e3bacf11776871a5ff8111,54.360246144672807,46.927890160080743,rv_4h=14.374839985889807|return_4h=14.084359555404035|mean_body_ratio_3d=7.3762505322606762|mean_lower_wick_ratio_3d=5.8240820963078566|return_3d=3.0052352405542346
2025-01-23T00:00:00Z,0,39e3bacf11776871a5ff8111,47.944631545374726,46.927890160080743,rv_3d=8.4674477052249859|max_runup_3d=7.2586292158978161|rv_ratio_1d_3d=6.5254967040800258|return_3d=4.3200411115722881|volume_ratio_1d_3d=3.6636904906168555
2025-02-05T00:00:00Z,0,39e3bacf11776871a5ff8111,56.676346789038917,46.927890160080743,max_runup_3d=9.1117663815456886|mean_lower_wick_ratio_3d=7.1831628138728147|mean_body_ratio_3d=6.824112439631171|sign_change_rate_3d=6.7414347853353407|close_location_3d=4.7374763411220258
2025-02-22T00:00:00Z,0,39e3bacf11776871a5ff8111,48.101440347866976,46.927890160080743,breakout_rate_3d=13.382553988321177|mean_lower_wick_ratio_3d=8.7344777197142633|mean_body_ratio_3d=3.6006493847283307|mean_upper_wick_ratio_3d=2.6425531757300478|sign_change_rate_1d=2.1402632315278542
2025-02-25T00:00:00Z,0,39e3bacf11776871a5ff8111,55.52610314454359,46.927890160080743,breakout_rate_3d=10.958764305198756|volume_ratio_1d_3d=6.3699370878173678|rv_ratio_1d_3d=4.0572686172869492|directional_efficiency_1d=3.9135073869572987|return_4h=3.8199457114860373
2025-06-08T00:00:00Z,1,b03e2a19935047396af5f0d5,51.337113395160635,46.927890160080743,return_2d=8.8289810971269436|sign_change_rate_3d=6.8588608673840099|mean_body_ratio_3d=5.4755843309721435|close_location_3d=4.4729107195536377|max_runup_3d=3.29425356712767
2025-06-09T00:00:00Z,1,b03e2a19935047396af5f0d5,54.676745607022632,46.927890160080743,directional_efficiency_3d=18.341007040969217|return_3d=6.5274691740869235|mean_lower_wick_ratio_3d=3.662085031756777|mean_body_ratio_3d=3.0519133089987922|max_drawdown_3d=3.0290618210155444
